File Date,Investor,Form,Put/Call,Prev Shares,Current Shares,Change (Percent),Prev Value ($K),Current Value ($K),Change (Percent),Cost Basis,Profit,Performance
5/8/18,Clifford Swan Investment Counsel Llc,13F,NaN,14205,14205,0,177,157,-11.3,0,-20,-11.29943503
5/8/18,Fishman Jay A Ltd/mi,13F,NaN,42861,44361,1500,535,491.519,-8.22,17.67165,-61.15265,-11.43040187
5/8/18,"Cranbrook Wealth Management, LLC",13F,NaN,11705,11705,0,146,130,-10.96,0,-16,-10.95890411
5/8/18,"Armor Investment Advisors, LLC",13F,NaN,91609,91715,106,1144,1016,-11.19,1.2489768,-129.2489768,-11.29798748
5/8/18,Penserra Capital Management LLC,13F,NaN,0,5352,5352,0,59,0,59,0,0
5/8/18,Thompson Siegel & Walmsley Llc,13F,NaN,118068,85075,-32993,1475,943,-36.07,-388.9412798,-143.0587202,-9.698896285
5/8/18,"Waters Parkerson & Co., Llc",13F,NaN,22850,22850,0,285,253,-11.23,0,-32,-11.22807018
5/8/18,Teacher Retirement System Of Texas,13F,NaN,2706366,3058386,352020,33803,33887,0.25,4148.590902,-4064.590902,-12.02434962
5/8/18,Payden & Rygel,13F,NaN,167300,167300,0,2090,1854,-11.29,0,-236,-11.29186603
5/8/18,Pittenger & Anderson Inc,13F,NaN,3457,1000,-2457,43,11,-74.42,-28.7943201,-3.2056799,-7.455069535
5/8/18,Pendal Group Ltd,13F,NaN,7802,0,-7802,97,0,-100,-97,0,0
5/8/18,"O'shaughnessy Asset Management, Llc",13F,NaN,13370,0,-13370,167,0,-100,-167,0,0
5/8/18,Willingdon Wealth Management,13F,NaN,0,2500,2500,0,28,0,28,0,0
5/8/18,Pendal Group Ltd,13F,NaN,7802,0,-7802,97,0,-100,-97,0,0
5/8/18,"O'shaughnessy Asset Management, Llc",13F,NaN,13370,0,-13370,167,0,-100,-167,0,0
5/9/18,"Elmwood Wealth Management, Inc.",13F,NaN,0,30,0,0,0.332,0,0.332,0,0
5/9/18,Eagle Asset Management Inc,13F,NaN,313083,336573,23490,3861,3729,-3.42,274.969242,-406.969242,-10.54051391
5/9/18,Optimum Investment Advisors,13F,NaN,39613,37178,-2435,495,412,-16.77,-28.7059715,-54.2940285,-10.96849061
5/9/18,Gulf International Bank (UK) Ltd,13F,NaN,1160827,1167437,6610,14498,12935,-10.78,77.896206,-1640.896206,-11.31808667
5/9/18,BlackRock Inc.,13F,NaN,231423379,262412220,30988841,2890476,2907527,0.59,365203.4912,-348152.4912,-12.04481515
5/9/18,Lincoln National Corp,13F,NaN,70507,37651,-32856,880,417,-52.61,-386.9845392,-76.0154608,-8.638120545
5/9/18,Anchor Capital Advisors Llc,13F,NaN,917392,917764,372,11458,10169,-11.25,4.38402,-1293.38402,-11.28804346
5/9/18,Swedbank,13F,NaN,8059989,8091282,31293,100670,89651,-10.95,368.788005,-11387.78801,-11.31199762
5/9/18,Cetera Investment Advisers,13F,NaN,132908,129555,-3353,1657,1433,-13.52,-39.4450273,-184.5549727,-11.13789817
5/9/18,Cetera Investment Advisers,13F,Put,0,1000,1000,0,0,0,0,0,0
5/9/18,"Oakworth Capital, Inc.",13F,NaN,6544,1300,-5244,82,15,-81.71,-63.108918,-3.891082,-4.745221951
5/9/18,Messner & Smith Theme Value Investment Management Ltd /ca/,13F,NaN,0,568,568,0,6,0,6,0,0
5/9/18,Envestnet Asset Management Inc,13F,NaN,466899,273858,-193041,5832,3039,-47.89,-2276.725554,-516.274446,-8.85244249
5/9/18,Oppenheimer Asset Management Inc.,13F,NaN,33766,58889,25123,404,652,61.39,289.3717386,-41.3717386,-10.24052936
5/9/18,"Barry Investment Advisors, LLC",13F,NaN,12414,11768,-646,155,130,-16.13,-7.6010944,-17.3989056,-11.22510039
5/9/18,"Mv Capital Management, Inc.",13F,NaN,424,0,-424,5,0,-100,-5,0,0
5/9/18,Cetera Advisors LLC,13F,NaN,259550,261960,2410,3219,2880,-10.53,28.192421,-367.192421,-11.40703389
5/9/18,"Evercore Trust Company, N.A.",13F,NaN,0,0,0,0,0,0,0,0,0
5/9/18,Korea Investment CORP,13F,NaN,2080513,2231424,150911,25986,24724,-4.86,1778.501226,-3040.501226,-11.70053577
5/9/18,"Federated Hermes, Inc.",13F,NaN,2444421,2760763,316342,30531,30589,0.19,3728.09047,-3670.09047,-12.02086558
5/9/18,"GFS Advisors, LLC",13F,NaN,10392,10392,0,130,114,-12.31,0,-16,-12.30769231
5/9/18,PARK CIRCLE Co,13F,NaN,1800,0,-1800,23,0,-100,-23,0,0
5/9/18,Cetera Advisors LLC,13F,Call,2000,0,-2000,2,0,-100,-2,0,0
5/9/18,Silvant Capital Management LLC,13F,NaN,0,4850,0,0,54,0,54,0,0
5/9/18,Personal Capital Advisors Corp,13F,NaN,10211,11278,1067,128,125,-2.34,12.6007365,-15.6007365,-12.18807539
5/9/18,Lee Financial Co,13F,NaN,653,831,178,8,9,12.5,2.0542446,-1.0542446,-13.1780575
5/9/18,Liberty Mutual Group Asset Management Inc.,13F,NaN,155883,155883,0,1947,1727,-11.3,0,-220,-11.29943503
5/9/18,"Alpha Cubed Investments, LLC",13F,NaN,84854,70286,-14568,1060,779,-26.51,-171.7232136,-109.2767864,-10.30913079
5/9/18,Tredje AP-fonden,13F,NaN,380334,401884,21550,4750,4453,-6.25,253.960285,-550.960285,-11.59916389
5/9/18,"Centerpoint Advisors, LLC",13F,NaN,1139,2920,1781,14,32,128.57,20.7044812,-2.7044812,-19.31772286
5/9/18,Cigna Investments Inc /new,13F,NaN,142317,141373,-944,1777,1567,-11.82,-11.1252288,-198.8747712,-11.19160221
5/9/18,Usca Ria Llc,13F,NaN,480441,508455,28014,6001,5634,-6.12,330.1617984,-697.1617984,-11.61742707
5/9/18,"Twin Tree Management, LP",13F,Put,0,1000,1000,0,11,0,11,0,0
5/9/18,"Twin Tree Management, LP",13F,NaN,0,11218,11218,0,124,0,124,0,0
5/9/18,Northern Trust Corp,13F,NaN,42632058,41545975,-1086083,532475,460330,-13.55,-12799.48816,-59345.51185,-11.14522031
5/9/18,"Lido Advisors, LLC",13F,NaN,17976,19870,1894,224,220,-1.79,22.285751,-26.285751,-11.73471027
5/9/18,Canandaigua National Bank & Trust Co,13F,NaN,36210,34650,-1560,452,384,-15.04,-18.3807,-49.6193,-10.97772124
5/9/18,"Private Advisor Group, LLC",13F,NaN,179907,217434,37527,2358,2412,2.29,454.0729473,-400.0729473,-16.96662202
5/9/18,"Signature Financial Management, Inc.",13F,NaN,0,13900,13900,0,154,0,154,0,0
5/9/18,Banque Pictet & Cie Sa,13F,NaN,0,100850,100850,0,1117,0,1117,0,0
5/9/18,Investors Research Corp,13F,NaN,14218,14693,475,178,163,-8.43,5.6080875,-20.6080875,-11.57757725
5/9/18,"Abbrea Capital, LLC",13F,NaN,19552,0,-19552,244,0,-100,0,0,0
5/9/18,Candriam Luxembourg S.C.A.,13F,NaN,349234,363788,14554,4362,4031,-7.59,171.5247116,-502.5247116,-11.5205115
5/9/18,"Smith, Salley & Associates",13F,NaN,343855,218100,-125755,4295,2416,-43.75,-1481.909496,-397.0905045,-9.245413376
5/9/18,Novare Capital Management Llc,13F,NaN,12308,14155,1847,154,157,1.95,21.7979246,-18.7979246,-12.20644455
5/9/18,"AlphaMark Advisors, LLC",13F,NaN,2276,1920,-356,28,21,-25,-4.1366844,-2.8633156,-10.22612714
5/9/18,Glen Harbor Capital Management LLC,13F,NaN,409724,543200,133476,5117,6019,17.63,1572.987965,-670.9879648,-13.11291704
5/9/18,JNBA Financial Advisors,13F/A,NaN,3000,3000,0,37,33,-10.81,0,-4,-10.81081081
5/9/18,"Gamco Investors, Inc. Et Al",13F,NaN,209400,207100,-2300,2615,2295,-12.24,-27.10504,-292.89496,-11.20057208
5/9/18,Gabelli Funds Llc,13F,NaN,165000,165000,0,2061,1828,-11.31,0,-233,-11.30519165
5/9/18,Kcm Investment Advisors Llc,13F/A,NaN,18206,10555,-7651,227,117,-48.46,-90.1027666,-19.8972334,-8.765301057
5/9/18,Meadow Creek Investment Management LLC,13F,NaN,0,321926,0,0,4021,0,0,0,0
5/9/18,"Advisors Capital Management, LLC",13F,NaN,524712,609866,85154,6554,6758,3.11,1003.616529,-799.6165286,-12.20043529
5/9/18,Haverford Trust Co,13F,NaN,0,11433,11433,0,127,0,127,0,0
5/9/18,Ccm Investment Advisers Llc,13F,NaN,14450,0,-14450,180,0,-100,-180,0,0
5/9/18,"Northwest Bancshares, Inc.",13F,NaN,142402,149816,7414,1779,1660,-6.69,87.385111,-206.385111,-11.60118668
5/9/18,"Cambridge Investment Research Advisors, Inc.",13F,NaN,1252086,1128219,-123867,15639,12501,-20.07,-1459.809755,-1678.190245,-10.73080277
5/9/18,Opus Investment Management Inc,13F,NaN,150000,190000,40000,1874,2105,12.33,471.444,-240.444,-12.83052295
5/9/18,Waldron Private Wealth LLC,13F,NaN,11186,13087,1901,139,145,4.32,22.342453,-16.342453,-11.75716043
5/9/18,Rockefeller Capital Management L.P.,13F,NaN,0,964250,0,0,10684,0,10684,0,0
5/9/18,Cetera Advisor Networks LLC,13F,NaN,110530,141535,31005,1365,1568,14.87,363.1956705,-160.1956705,-11.73594656
5/9/18,Commonwealth Of Pennsylvania Public School Empls Retrmt Sys,13F,NaN,348977,349201,224,4359,3869,-11.24,2.6398848,-492.6398848,-11.30167205
5/9/18,BlackRock Inc.,13F,Call,343100,0,-343100,4285,0,-100,-4285,0,0
5/9/18,"Sunbelt Securities, Inc.",13F,NaN,46314,44591,-1723,578,494,-14.53,-20.2955616,-63.7044384,-11.02152913
5/9/18,Messner & Smith Theme Value Investment Management Ltd /ca/,13F,NaN,0,568,568,0,6,0,6,0,0
5/9/18,"Mv Capital Management, Inc.",13F,NaN,424,0,-424,5,0,-100,-5,0,0
5/9/18,"Evercore Trust Company, N.A.",13F,NaN,0,0,0,0,0,0,0,0,0
5/9/18,PARK CIRCLE Co,13F,NaN,1800,0,-1800,23,0,-100,-23,0,0
5/9/18,Cetera Advisors LLC,13F,Call,2000,0,-2000,2,0,-100,-2,0,0
5/9/18,"Abbrea Capital, LLC",13F,NaN,19552,0,-19552,244,0,-100,0,0,0
5/9/18,Ccm Investment Advisers Llc,13F,NaN,14450,0,-14450,180,0,-100,-180,0,0
5/9/18,BlackRock Inc.,13F,Call,343100,0,-343100,4285,0,-100,-4285,0,0
5/9/18,Messner & Smith Theme Value Investment Management Ltd /ca/,13F,NaN,0,568,568,0,6,0,6,0,0
5/9/18,"Mv Capital Management, Inc.",13F,NaN,424,0,-424,5,0,-100,-5,0,0
5/9/18,"Evercore Trust Company, N.A.",13F,NaN,0,0,0,0,0,0,0,0,0
5/9/18,PARK CIRCLE Co,13F,NaN,1800,0,-1800,23,0,-100,-23,0,0
5/9/18,Cetera Advisors LLC,13F,Call,2000,0,-2000,2,0,-100,-2,0,0
5/9/18,"Abbrea Capital, LLC",13F,NaN,19552,0,-19552,244,0,-100,0,0,0
5/9/18,Ccm Investment Advisers Llc,13F,NaN,14450,0,-14450,180,0,-100,-180,0,0
5/10/18,New York State Common Retirement Fund,13F,NaN,10348468,10014468,-334000,129252,110960,-14.15,-3936.19,-14355.81,-11.10683781
5/10/18,Elkfork Partners LLC,13F,NaN,497522,659600,162078,6214,7308,17.61,1910.040607,-816.0406066,-13.13229171
5/10/18,"Avestar Capital, LLC",13F,NaN,274,481,207,2,5,150,1.8313497,1.1686503,58.432515
5/10/18,Csenge Advisory Group,13F,NaN,75648,69791,-5857,945,773,-18.2,-69.018888,-102.981112,-10.89747217
5/10/18,Fayez Sarofim & Co,13F,NaN,17313,12879,-4434,216,143,-33.8,-52.2759732,-20.7240268,-9.594456852
5/10/18,"Mirae Asset Global Investments Co., Ltd.",13F,NaN,273953,246607,-27346,3421,2732,-20.14,-322.2151834,-366.7848166,-10.72156728
5/10/18,Flinton Capital Management LLC,13F,NaN,234128,310400,76272,2924,3439,17.61,898.7968752,-383.7968752,-13.12574813
5/10/18,"D. Scott Neal, Inc.",13F/A,NaN,368,368,0,5,4,-20,0,-1,-20
5/10/18,IBM Retirement Fund,13F,NaN,95512,85976,-9536,1306,953,-27.03,-118.0470976,-234.9529024,-17.99026818
5/10/18,Hosking Partners LLP,13F,NaN,2434671,2547361,112690,30409,28225,-7.18,1328.05165,-3512.05165,-11.54938226
5/10/18,"Natixis Advisors, L.p.",13F,NaN,361844,341971,-19873,4519,3789,-16.15,-234.1893939,-495.8106061,-10.97168856
5/10/18,"Bruderman Asset Management, LLC",13F,NaN,0,2700,2700,0,30,0,30,0,0
5/10/18,Dubuque Bank & Trust Co,13F,NaN,500,500,0,6,6,0,0,0,0
5/10/18,"Modera Wealth Management, LLC",13F,NaN,11811,12700,889,148,141,-4.73,10.5048685,-17.5048685,-11.82761385
5/10/18,South Dakota Investment Council,13F,NaN,409630,412519,2889,5116,4571,-10.65,34.046865,-579.046865,-11.31835154
5/10/18,Peapack Gladstone Financial Corp,13F,NaN,256507,265913,9406,3203,2946.316,-8.02,110.835601,-367.519601,-11.47423044
5/10/18,Sowell Financial Services LLC,13F,NaN,81108,88215,7107,979,989,1.02,82.7311656,-72.7311656,-7.429128253
5/10/18,IFM Investors Pty Ltd,13F,NaN,105617,116606,10989,1319,1292,-2.05,129.4976727,-156.4976727,-11.86487284
5/10/18,Public Sector Pension Investment Board,13F,NaN,1174561,217961,-956600,14670,2415,-83.54,-11273.43534,-981.56466,-6.690965644
5/10/18,Aull & Monroe Investment Management Corp,13F,NaN,87700,88200,500,1096,977,-10.86,5.89355,-124.89355,-11.3953969
5/10/18,"SVA Wealth Management, LLC",13F,NaN,57956,70076,12120,724,839,15.88,148.2579,-33.2579,-4.593632597
5/10/18,Cim Investment Mangement Inc,13F,NaN,47063,0,-47063,588,0,-100,-588,0,0
5/10/18,Tcw Group Inc,13F,NaN,22461,24561,2100,281,272,-3.2,24.76425,-33.76425,-12.01574733
5/10/18,Hanson & Doremus Investment Management,13F,NaN,0,650,0,0,7,0,7,0,0
5/10/18,"Ford Financial Group, LLC",13F,NaN,4000,0,-4000,52,0,-100,-52,0,0
5/10/18,Mainstay Capital Management Llc /adv,13F,NaN,74246,72333,-1913,927,801,-13.59,-22.5345661,-103.4654339,-11.16131973
5/10/18,"Fisher Asset Management, LLC",13F/A,NaN,55505,50974,-4531,693,565,-18.47,-53.3964757,-74.6035243,-10.76529932
5/10/18,MCF Advisors LLC,13F,NaN,15313,6728,-8585,191,75,-60.73,-101.3914255,-14.6085745,-7.648468325
5/10/18,Guardian Life Insurance Co Of America,13F,NaN,12665,8968,-3697,158,99,-37.34,-43.4667381,-15.5332619,-9.831178418
5/10/18,"Providence Capital Advisors, LLC",13F,NaN,223645,105346,-118299,2793,1167,-58.22,-1393.940777,-232.0592232,-8.308600902
5/10/18,Municipal Employees' Retirement System of Michigan,13F,NaN,174550,174550,0,2180,1934,-11.28,0,-246,-11.28440367
5/10/18,Employees Retirement System of Texas,13F,NaN,318000,329000,11000,3972,3645,-8.23,129.6328,-456.6328,-11.49629406
5/10/18,"Stockman Wealth Management, Inc.",13F,NaN,11679,22431,10752,146,249,70.55,126.8832768,-23.8832768,-16.35840877
5/10/18,"Jump Trading, LLC",13F,NaN,34015,30626,-3389,425,339,-20.24,-39.9285202,-46.0714798,-10.84034819
5/10/18,"Jump Trading, LLC",13F,Call,700,18300,17600,9,203,2155.56,210.76,-16.76,-186.2222222
5/10/18,"Jump Trading, LLC",13F,Put,60000,37300,-22700,749,413,-44.86,-267.35833,-68.64167,-9.164441923
5/10/18,"Winfield Associates, Inc.",13F,NaN,710,0,-710,9,0,-100,-9,0,0
5/10/18,Smithfield Trust Co,13F,NaN,2236,1936,-300,28,21,-25,-3.50541,-3.49459,-12.48067857
5/10/18,Great West Life Assurance Co /can/,13F,NaN,3072228,3122599,50371,38323,34646,-9.59,593.6020866,-4270.602087,-11.14370505
5/10/18,AMF Pensionsforsakring AB,13F,NaN,1189203,822477,-366726,14853,9113,-38.65,-4321.829237,-1418.170763,-9.548042568
5/10/18,California Public Employees Retirement System,13F,NaN,10251121,10887203,636082,128037,120630,-5.79,7496.22637,-14903.22637,-11.63978098
5/10/18,Franklin Resources Inc,13F,NaN,50745860,51992097,1246237,633816,576073,-9.11,14686.90305,-72429.90305,-11.42759145
5/10/18,"Tortoise Investment Management, LLC",13F,NaN,105,105,0,1,1,0,0,0,0
5/10/18,"Wagner Wealth Management, Llc",13F,NaN,6363,7990,1627,84,89,5.95,19.8007527,-14.8007527,-17.61994369
5/10/18,Taylor Hoffman Wealth Management,13F,NaN,3000,3300,300,37,37,0,3.53181,-3.53181,-9.545432432
5/10/18,"Stratos Wealth Partners, LTD.",13F,NaN,200252,228313,28061,2501,2530,1.16,330.7073033,-301.7073033,-12.06346675
5/10/18,Bessemer Group Inc,13F,NaN,7077,6610,-467,89,73,-17.98,-5.5152233,-10.4847767,-11.78064798
5/10/18,First Personal Financial Services,13F,NaN,1009,1009,0,13,11,-15.38,0,-2,-15.38461538
5/10/18,"KLCM Advisors, Inc.",13F,NaN,0,15161,15161,0,168,0,168,0,0
5/10/18,"Vantage Investment Advisors, LLC",13F,NaN,4031,3722,-309,50,41,-18,-3.6182973,-5.3817027,-10.7634054
5/10/18,MYDA Advisors LLC,13F,Call,120000,100000,-20000,1499,1108,-26.08,-235.716,-155.284,-10.35917278
5/10/18,"Bridgeworth, LLC",13F,NaN,0,17696,17696,0,194,0,194,0,0
5/10/18,"Lucia Wealth Services, Llc",13F,NaN,0,6600,0,0,73,0,73,0,0
5/10/18,"Wbi Investments, Inc.",13F,NaN,159455,199109,39654,1992,2206,10.74,467.362044,-253.362044,-12.71897811
5/10/18,Jpmorgan Chase & Co,13F,NaN,52579281,56062868,3483587,656714,621179,-5.41,41054.0728,-76589.0728,-11.66246993
5/10/18,Jpmorgan Chase & Co,13F,Put,1050900,153500,-897400,13126,1701,-87.04,-10576.57692,-848.42308,-6.463683377
5/10/18,Bluestein R H & Co,13F,NaN,715452,638738,-76714,8936,7077,-20.8,-904.0591472,-954.9408528,-10.68644643
5/10/18,Morningstar Investment Services LLC,13F,NaN,55232,45145,-10087,690,500,-27.54,-118.8662167,-71.1337833,-10.30924396
5/10/18,Smith Chas P & Associates Pa Cpas,13F,NaN,0,32745,0,0,363,0,363,0,0
5/10/18,WASHINGTON TRUST Co,13F,NaN,18291,16491,-1800,229,182,-20.52,-21.20058,-25.79942,-11.26612227
5/10/18,Quadrant Capital Group Llc,13F,NaN,10022,9610,-412,119,102,-14.29,-4.6324868,-12.3675132,-10.39286824
5/10/18,Gamble Jones Investment Counsel,13F,NaN,29960,28801,-1159,374,319,-14.71,-13.6526723,-41.3473277,-11.05543521
5/10/18,Toronto Dominion Bank,13F,NaN,1671086,2170761,499675,20870,24048,15.23,5887.920363,-2709.920363,-12.98476455
5/10/18,"Norinchukin Bank, The",13F,NaN,513506,565126,51620,6414,6262,-2.37,608.377834,-760.377834,-11.85497091
5/10/18,Jpmorgan Chase & Co,13F,Call,1036500,0,-1036500,12946,0,-100,-12946,0,0
5/10/18,Cim Investment Mangement Inc,13F,NaN,47063,0,-47063,588,0,-100,-588,0,0
5/10/18,"Ford Financial Group, LLC",13F,NaN,4000,0,-4000,52,0,-100,-52,0,0
5/10/18,"Winfield Associates, Inc.",13F,NaN,710,0,-710,9,0,-100,-9,0,0
5/10/18,Cim Investment Mangement Inc,13F,NaN,47063,0,-47063,588,0,-100,-588,0,0
5/10/18,"Ford Financial Group, LLC",13F,NaN,4000,0,-4000,52,0,-100,-52,0,0
5/10/18,"Winfield Associates, Inc.",13F,NaN,710,0,-710,9,0,-100,-9,0,0
5/11/18,Pitcairn Co,13F,NaN,15216,11291,-3925,190,125,-34.21,-46.23179,-18.76821,-9.878005263
5/11/18,Mitsubishi UFJ Trust & Banking Corp,13F,NaN,7538947,7572103,33156,94161,83899,-10.9,390.74346,-10652.74346,-11.31332872
5/11/18,"HAP Trading, LLC",13F,NaN,91504,0,-91504,1143,0,-100,-1143,0,0
5/11/18,"Pnc Financial Services Group, Inc.",13F,NaN,1851514,1645673,-205841,23125,18233,-21.15,-2425.753849,-2466.246151,-10.66484822
5/11/18,Teachers Retirement System Of The State Of Kentucky,13F,NaN,434027,434177,150,5421,4811,-11.25,1.76781,-611.76781,-11.28514684
5/11/18,Gifford Fong Associates,13F,NaN,0,225000,0,0,2493,0,2493,0,0
5/11/18,Sei Investments Co,13F,NaN,258692,307110,48418,3231,3403,5.32,570.6158136,-398.6158136,-12.33722729
5/11/18,TD Capital Management LLC,13F,NaN,152,152,0,2,2,0,0,0,0
5/11/18,Boston Private Wealth Llc,13F,NaN,0,11633,11633,0,129,0,129,0,0
5/11/18,"Emerald Investment Partners, Llc",13F,NaN,11402,0,-11402,144,0,-100,-144,0,0
5/11/18,"Bnp Paribas Arbitrage, Sa",13F,NaN,4815534,8733325,3917791,60146,96765.241,60.88,46171.16694,-9551.925935,-15.88123223
5/11/18,"Bnp Paribas Arbitrage, Sa",13F,Call,1715600,380800,-1334800,21427,4219.264,-80.31,-15730.35104,-1477.38496,-6.894968778
5/11/18,"Bnp Paribas Arbitrage, Sa",13F,Put,2255100,617900,-1637200,28166,6846.332,-75.69,-19294.402,-2025.266,-7.19046368
5/11/18,Mn Services Vermogensbeheer B.V.,13F,NaN,578094,582894,4800,6013,6458,7.4,51.55344,393.44656,6.543265591
5/11/18,Oppenheimer Funds Inc,13F,NaN,5522647,3730060,-1792587,68977,41329,-40.08,-21125.45854,-6522.541464,-9.45611068
5/11/18,Cutler Group LP,13F,Put,565900,480900,-85000,319,462,44.83,-64.787,207.787,65.1369906
5/11/18,Cutler Group LP,13F,Call,130600,424200,293600,38,40,5.26,56.54736,-54.54736,-143.5456842
5/11/18,Cutler Group LP,13F,NaN,59056,43840,-15216,737,485,-34.19,-179.1121008,-72.8878992,-9.889809932
5/11/18,"Mutual Advisors, LLC",13F,NaN,27816,38335,10519,347,425,22.48,123.9211833,-45.9211833,-13.2337704
5/11/18,Caisse De Depot Et Placement Du Quebec,13F,NaN,2900900,1442828,-1458072,36232,15987,-55.88,-17183.52433,-3061.475673,-8.449645818
5/11/18,Pinnacle Associates Ltd,13F,NaN,119730,99472,-20258,1495,1102,-26.29,-238.689885,-154.310115,-10.32174682
5/11/18,Loomis Sayles & Co L P,13F,NaN,31077649,31063365,-14284,388160,344182,-11.33,-168.33694,-43809.66306,-11.28649605
5/11/18,Cibc World Markets Corp,13F,NaN,1630409,1493767,-136642,20364,16551,-18.72,-1610.339634,-2202.660366,-10.81644257
5/11/18,"Landscape Capital Management, L.l.c.",13F,NaN,0,92423,92423,0,1024,-21.47,1024,0,0.074402837
5/11/18,"Cutter & CO Brokerage, Inc.",13F,NaN,21617,22528,911,270,250,-7.41,10.7440607,-30.7440607,-11.38668915
5/11/18,Sigma Planning Corp,13F,NaN,524357,480316,-44041,6549,5322,-18.74,-519.0187809,-707.9812191,-10.81052404
5/11/18,"First Allied Advisory Services, Inc.",13F,NaN,203087,179142,-23945,2515,1983,-21.15,-280.793437,-251.206563,-9.988332525
5/11/18,Citigroup Inc,13F,Call,6494200,4882600,-1611600,81113,54099,-33.3,-18992.706,-8021.294,-9.889036283
5/11/18,Citigroup Inc,13F,Put,4351400,3559100,-792300,54349,39435,-27.44,-9337.2555,-5576.7445,-10.26098824
5/11/18,Citigroup Inc,13F,NaN,6663896,15964518,9300622,83232,176886,112.52,109607.8303,-15953.83027,-19.1679045
5/11/18,Covington Capital Management,13F,NaN,129988,117463,-12525,1624,1301,-19.89,-147.602115,-175.397885,-10.80036238
5/11/18,Leisure Capital Management,13F,NaN,85340,60186,-25154,1066,667,-37.43,-296.4851672,-102.5148328,-9.61677606
5/11/18,Quadrature Capital Ltd,13F,NaN,1571662,0,-1571662,19646,0,-100,-19646,0,0
5/11/18,"Wealth Advisors of Tampa Bay, LLC",13F,NaN,353154,371559,18405,4643,4121,-11.24,223.053876,-745.053876,-16.0468205
5/11/18,Stevens First Principles Investment Advisors,13F,NaN,25,25,0,0,0,0,0,0,0
5/11/18,Fiera Capital Corp,13F,NaN,49520,0,-49520,619,0,-100,-619,0,0
5/11/18,Citizens Financial Group Inc/ri,13F,NaN,7870,7095,-775,98,79,-19.39,-9.1399625,-9.8600375,-10.06126276
5/11/18,Gemmer Asset Management LLC,13F,NaN,2764,760,-2004,35,8,-77.14,-23.2355784,-3.7644216,-10.75549029
5/11/18,"Foresters Investment Management Company, Inc.",13F,NaN,658600,659100,500,8226,7303,-11.22,5.8926,-928.8926,-11.29215415
5/11/18,Parisi Gray Wealth Management,13F,NaN,592,592,0,7,7,0,0,0,0
5/11/18,Cornerstone Advisors Inc,13F,NaN,151400,151400,0,1891,1678,-11.26,0,-213,-11.26388154
5/11/18,Schroder Investment Management Group,13F/A,NaN,1905378,3496116,1590738,23798,38737,62.77,18746.84733,-3807.84733,-16.00070313
5/11/18,Lee Capital Management LP,13F,NaN,60000,0,-60000,749,0,-100,0,0,0
5/11/18,Gsa Capital Partners Llp,13F,NaN,10035,0,-10035,125,0,-100,-125,0,0
5/11/18,"Patten Group, Inc.",13F,NaN,6538,6330,-208,82,70,-14.63,-2.4544624,-9.5455376,-11.64089951
5/11/18,IPG Investment Advisors LLC,13F,NaN,0,17690,17690,0,196.005,0,196.005,0,0
5/11/18,Heritage Investors Management Corp,13F,NaN,235425,218767,-16658,2940,2424,-17.55,-196.3012036,-319.6987964,-10.87410872
5/11/18,Doyle Wealth Management,13F,NaN,37645,27340,-10305,470,303,-35.53,-121.4330895,-45.5669105,-9.69508734
5/11/18,CNB Bank,13F,NaN,5635,13187,7552,70,146,108.57,88.7125888,-12.7125888,-18.16084114
5/11/18,"Winch Advisory Services, LLC",13F,NaN,2473,4326,1853,31,48,54.84,21.8941215,-4.8941215,-15.78748871
5/11/18,Muhlenkamp & Co Inc,13F,Put,110000,0,-110000,1374,0,-100,0,0,0
5/11/18,Advent Capital Management /de/,13F,NaN,0,710000,710000,0,7867,61.51,7867,0,0.115828372
5/11/18,"SevenBridge Financial Group, LLC",13F,NaN,6330,6330,0,79,70,-11.39,0,-9,-11.39240506
5/11/18,"Mitsubishi UFJ Securities Holdings Co., Ltd.",13F,NaN,5950,1950,-4000,74,22,-70.27,-47.438,-4.562,-6.164864865
5/11/18,Ontario Teachers Pension Plan Board,13F,NaN,767587,373714,-393873,9587,4141,-56.81,-4641.87208,-804.1279204,-8.387690836
5/11/18,Knott David M,13F,NaN,5000,5000,0,62,55,-11.29,0,-7,-11.29032258
5/11/18,Compagnie Lombard Odier SCmA,13F,NaN,16103,14223,-1880,201,158,-21.39,-22.17554,-20.82446,-10.36042786
5/11/18,Td Asset Management Inc,13F,NaN,2590100,2823099,232999,32350,31280,-3.31,2745.869915,-3815.869915,-11.79557934
5/11/18,"Claraphi Advisory Network, LLC",13F,NaN,0,23939,0,0,265,0,265,0,0
5/11/18,United Fire Group Inc,13F,NaN,64177,64177,0,802,711,-11.35,0,-91,-11.34663342
5/11/18,"Buckingham Capital Management, Inc.",13F,NaN,65181,64071,-1110,814,710,-12.78,-13.081239,-90.918761,-11.16938096
5/11/18,"Private Ocean, LLC",13F,NaN,4220,4500,280,53,49,-7.55,3.282748,-7.282748,-13.74103396
5/11/18,Ws Management Lllp,13F,NaN,517300,517300,0,6461,5732,-11.28,0,-729,-11.28308311
5/11/18,"10-15 Associates, Inc.",13F,NaN,15582,15798,216,195,175,-10.26,2.5479144,-22.5479144,-11.56303303
5/11/18,P.R. Herzig & Co. Inc.,13F,NaN,190300,126100,-64200,2377,1397,-41.23,-756.57774,-223.42226,-9.399337821
5/11/18,Vontobel Swiss Wealth Advisors AG,13F,NaN,0,14500,0,0,161,0,161,0,0
